r_ID,r_birth_yr,r_gender,r_race,r_edu_yrs,r_edu_high_deg,r_edu_sum,r_child_born,r_age_ss_payments,r1_labor_status,r2_labor_status,r3_labor_status,r4_labor_status,r5_labor_status,r6_labor_status,r7_labor_status,r8_labor_status,r9_labor_status,r10_labor_status,r11_labor_status,r12_labor_status,r13_labor_status,r14_labor_status,r15_labor_status,r16_labor_status
012757010,1936.0,1.0,1.0,17.0,5.0,5.0,,,1.0,3.0,,,,,,,,,,,,,,
012761010,1939.0,1.0,1.0,12.0,2.0,3.0,2.0,,1.0,1.0,4.0,5.0,5.0,,,,,,,,,,,
012761040,1942.0,2.0,1.0,12.0,2.0,3.0,2.0,,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,,5.0,,,,,,
012762010,1940.0,2.0,1.0,12.0,2.0,3.0,3.0,783.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,,5.0,5.0,,5.0,,,
012762020,1940.0,1.0,1.0,8.0,0.0,1.0,3.0,745.0,,,,1.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,,,,,
012765010,1934.0,1.0,2.0,8.0,0.0,1.0,0.0,745.0,1.0,1.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,,,
012765020,1940.0,2.0,2.0,12.0,2.0,3.0,3.0,,7.0,5.0,7.0,,,6.0,7.0,,,,,,,,,
012786010,1940.0,1.0,1.0,17.0,7.0,5.0,0.0,780.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,2.0,,,,
012792010,1934.0,2.0,1.0,14.0,3.0,4.0,0.0,793.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,,,
012799020,1941.0,1.0,1.0,10.0,0.0,1.0,3.0,777.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,,,,,,,,
012799030,1954.0,2.0,1.0,13.0,3.0,4.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
012804010,1935.0,2.0,1.0,12.0,2.0,3.0,2.0,781.0,1.0,1.0,1.0,,,5.0,5.0,,,,,,,,,
012821010,1939.0,2.0,1.0,17.0,7.0,5.0,0.0,744.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
012830010,1937.0,2.0,2.0,12.0,2.0,3.0,3.0,661.0,6.0,4.0,5.0,6.0,5.0,,,,,,,,,,,
012852020,1936.0,1.0,2.0,15.0,3.0,4.0,4.0,744.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,,5.0,1.0,4.0,5.0,5.0,5.0,,
012852021,1945.0,2.0,2.0,13.0,3.0,4.0,2.0,,,,,,4.0,,,,,,,,,,,
012852030,1956.0,2.0,2.0,13.0,3.0,4.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
012854010,1935.0,2.0,2.0,9.0,1.0,2.0,3.0,746.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
012864020,1935.0,2.0,1.0,11.0,0.0,1.0,3.0,750.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
012864030,1927.0,1.0,1.0,12.0,2.0,3.0,,745.0,5.0,5.0,,,,,,,,,,,,,,
012887010,1933.0,2.0,2.0,12.0,2.0,3.0,8.0,733.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,
012887011,1929.0,1.0,2.0,11.0,0.0,1.0,8.0,807.0,,,5.0,5.0,,,,,,,,,,,,
012909020,1938.0,2.0,3.0,16.0,5.0,5.0,0.0,793.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,,,5.0,5.0
012909030,1925.0,1.0,1.0,17.0,5.0,5.0,,784.0,5.0,,,,,,,,,,,,,,,
012920010,1938.0,2.0,1.0,9.0,0.0,1.0,0.0,409.0,6.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,,,,,,,
012922010,1936.0,1.0,2.0,12.0,2.0,3.0,,754.0,1.0,1.0,,,5.0,5.0,5.0,,,,,,,,,
012922040,1945.0,2.0,1.0,12.0,2.0,3.0,1.0,,6.0,6.0,6.0,5.0,5.0,5.0,,,,,,,,,,
012948010,1938.0,2.0,2.0,11.0,0.0,1.0,4.0,764.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,,,,,,,,
012964010,1932.0,1.0,2.0,12.0,1.0,2.0,0.0,756.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,
012964040,1929.0,2.0,2.0,17.0,5.0,5.0,0.0,781.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0
012967010,1941.0,2.0,2.0,16.0,3.0,4.0,5.0,778.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0
012971020,1935.0,1.0,2.0,6.0,0.0,1.0,6.0,,1.0,1.0,1.0,,,,,,,,,,,,,
012971030,1942.0,2.0,2.0,13.0,3.0,4.0,3.0,,1.0,1.0,5.0,4.0,,,,,,,,,,,,
012974010,1938.0,2.0,2.0,13.0,3.0,4.0,3.0,,1.0,5.0,,5.0,5.0,5.0,5.0,,5.0,5.0,4.0,5.0,,,,
012974020,1936.0,1.0,2.0,14.0,3.0,4.0,3.0,714.0,4.0,7.0,,5.0,5.0,5.0,5.0,,4.0,,4.0,,5.0,,,
012974021,1954.0,2.0,2.0,12.0,2.0,3.0,1.0,,,,,,,,,,,,5.0,,5.0,,,
012979010,1936.0,1.0,2.0,12.0,2.0,3.0,1.0,,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,
012979020,1936.0,2.0,2.0,12.0,2.0,3.0,4.0,865.0,1.0,1.0,1.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,
012981020,1938.0,2.0,1.0,14.0,3.0,4.0,1.0,,1.0,1.0,5.0,5.0,,,,,,,,,,,,
012981030,1930.0,1.0,1.0,12.0,2.0,3.0,1.0,746.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,,,,
012981031,1942.0,2.0,1.0,12.0,2.0,3.0,1.0,,,,,,,,,,,,5.0,5.0,5.0,5.0,5.0,
012985010,1940.0,1.0,2.0,14.0,3.0,4.0,8.0,,5.0,5.0,5.0,5.0,,,,,,,,,,,,
012985040,1945.0,2.0,2.0,14.0,3.0,4.0,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,
012987010,1937.0,2.0,2.0,9.0,0.0,1.0,8.0,706.0,3.0,3.0,5.0,5.0,6.0,6.0,5.0,6.0,,,,,,,,
012987020,1933.0,1.0,3.0,6.0,0.0,1.0,5.0,747.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,5.0,5.0,5.0,,,,
013008010,1939.0,1.0,3.0,12.0,2.0,3.0,2.0,640.0,5.0,5.0,7.0,,,,,,5.0,,,,,,,
013008040,1945.0,2.0,3.0,16.0,5.0,5.0,2.0,745.0,2.0,3.0,3.0,,,,,,5.0,,,,,,,
013054010,1933.0,1.0,1.0,12.0,2.0,3.0,0.0,749.0,1.0,1.0,4.0,4.0,2.0,,,,,,,,,,,
013054040,1945.0,2.0,1.0,16.0,5.0,5.0,0.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,,,,,,
013062010,1935.0,2.0,2.0,12.0,2.0,3.0,6.0,755.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,2.0,4.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0
013062020,1933.0,1.0,2.0,13.0,3.0,4.0,4.0,746.0,3.0,2.0,3.0,5.0,5.0,,,,,,,,,,,
013063010,1941.0,2.0,2.0,17.0,6.0,5.0,5.0,752.0,1.0,1.0,1.0,1.0,3.0,6.0,5.0,1.0,1.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0
013085010,1934.0,1.0,1.0,8.0,0.0,1.0,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,
013085020,1941.0,2.0,1.0,12.0,2.0,3.0,2.0,,5.0,5.0,5.0,,,,,,,,,,,,,
013089010,1933.0,2.0,1.0,6.0,1.0,2.0,5.0,746.0,1.0,1.0,5.0,5.0,,,,,,,,,,,,
013089020,1934.0,1.0,1.0,10.0,0.0,1.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,
013137010,1937.0,2.0,1.0,13.0,3.0,4.0,3.0,,1.0,1.0,1.0,,,,,,,,,,,,,
013137020,1939.0,1.0,1.0,7.0,0.0,1.0,3.0,673.0,1.0,1.0,1.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,,,,,,
013137021,1964.0,2.0,1.0,10.0,0.0,1.0,3.0,,,,,,6.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,,,,
013140010,1931.0,2.0,1.0,12.0,2.0,3.0,3.0,746.0,1.0,1.0,3.0,1.0,5.0,5.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
013140040,1926.0,1.0,1.0,7.0,0.0,1.0,3.0,755.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
013142010,1937.0,2.0,1.0,12.0,2.0,3.0,3.0,741.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,
013142020,1932.0,1.0,1.0,10.0,0.0,1.0,2.0,770.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,
013158010,1939.0,1.0,2.0,14.0,3.0,4.0,2.0,744.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
013176010,1934.0,1.0,1.0,17.0,5.0,5.0,3.0,745.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,,,,,,,,,
013176020,1938.0,2.0,1.0,14.0,3.0,4.0,3.0,781.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
013189020,1941.0,1.0,1.0,0.0,0.0,1.0,0.0,746.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,,,,,,
013189030,1947.0,2.0,1.0,16.0,5.0,5.0,2.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,5.0,
013193010,1935.0,1.0,3.0,11.0,0.0,1.0,,,2.0,,,,,,,,,,,,,,,
013193040,1947.0,2.0,3.0,,8.0,,3.0,,,,,,,7.0,,,,,,,,,,
013194010,1938.0,2.0,2.0,14.0,3.0,4.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,5.0,1.0,4.0,4.0,4.0,4.0,5.0,5.0
013194011,1944.0,1.0,2.0,12.0,2.0,3.0,6.0,758.0,,,,,1.0,1.0,1.0,,3.0,4.0,3.0,5.0,3.0,5.0,,
013208010,1931.0,2.0,2.0,13.0,3.0,4.0,3.0,756.0,2.0,4.0,1.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,7.0,5.0,5.0,,,
013208040,1930.0,1.0,2.0,13.0,3.0,4.0,4.0,744.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,
013211010,1935.0,1.0,2.0,12.0,2.0,3.0,4.0,751.0,1.0,,,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
013211020,1934.0,2.0,2.0,10.0,0.0,1.0,4.0,736.0,1.0,,2.0,4.0,2.0,2.0,2.0,4.0,4.0,,5.0,5.0,5.0,5.0,5.0,5.0
013212010,1931.0,1.0,2.0,13.0,3.0,4.0,0.0,,4.0,4.0,2.0,,4.0,5.0,5.0,5.0,,,,,,,,
013216010,1934.0,2.0,2.0,12.0,2.0,3.0,1.0,782.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,,,
013231010,1940.0,1.0,1.0,14.0,3.0,4.0,5.0,734.0,4.0,1.0,1.0,6.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,,,
013231020,1938.0,2.0,1.0,7.0,0.0,1.0,0.0,756.0,3.0,5.0,3.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,
013238010,1933.0,1.0,1.0,9.0,0.0,1.0,0.0,758.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,
013238040,1928.0,2.0,1.0,10.0,0.0,1.0,0.0,820.0,5.0,5.0,7.0,7.0,7.0,7.0,,,,,,,,,,
013241010,1938.0,2.0,1.0,0.0,0.0,1.0,2.0,,2.0,,1.0,1.0,,,,,,,,,,,,
013241040,1942.0,1.0,1.0,6.0,0.0,1.0,3.0,,,,,1.0,,,,,,,,,,,,
013242010,1936.0,2.0,2.0,11.0,0.0,1.0,3.0,636.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,,,,,,,
013257010,1938.0,2.0,2.0,12.0,2.0,3.0,4.0,613.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,,,,,,,
013286010,1933.0,2.0,1.0,4.0,0.0,1.0,3.0,741.0,1.0,2.0,5.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,
013286020,1932.0,1.0,1.0,8.0,0.0,1.0,4.0,745.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,
013296010,1935.0,2.0,1.0,14.0,3.0,4.0,0.0,745.0,2.0,1.0,1.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
013305020,1936.0,1.0,2.0,11.0,0.0,1.0,9.0,751.0,2.0,2.0,7.0,1.0,5.0,5.0,6.0,,,,,,,,,
013305030,1946.0,2.0,2.0,13.0,3.0,4.0,4.0,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,7.0,1.0,2.0,4.0,5.0,7.0,,
013317010,1937.0,2.0,2.0,13.0,3.0,4.0,6.0,,2.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,
013317040,1930.0,1.0,2.0,11.0,0.0,1.0,6.0,660.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,
013318010,1936.0,2.0,2.0,17.0,6.0,5.0,3.0,,1.0,1.0,7.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,,,,,
013318020,1934.0,1.0,2.0,16.0,5.0,5.0,3.0,791.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,
013331010,1932.0,1.0,1.0,14.0,3.0,4.0,,,4.0,,,,,,,,,,,,,,,
013336010,1937.0,1.0,1.0,10.0,0.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,
013336020,1940.0,2.0,1.0,10.0,0.0,1.0,2.0,,,,,7.0,,,,,,,,,,,,
013344010,1941.0,1.0,3.0,17.0,7.0,5.0,0.0,785.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0
013344040,1949.0,2.0,3.0,16.0,5.0,5.0,0.0,,1.0,1.0,1.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0
013371010,1934.0,1.0,1.0,16.0,5.0,5.0,0.0,792.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0
013371012,1946.0,2.0,1.0,17.0,5.0,5.0,1.0,,,,,,,,,4.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
013376010,1931.0,1.0,1.0,12.0,2.0,3.0,,834.0,1.0,1.0,1.0,1.0,,5.0,5.0,5.0,,,,,,,,
013376020,1931.0,2.0,1.0,14.0,3.0,4.0,2.0,783.0,,,,7.0,,5.0,5.0,5.0,,,,,,,,
013387010,1935.0,1.0,1.0,7.0,0.0,1.0,,,5.0,,,,,,,,,,,,,,,
013387040,1954.0,2.0,1.0,15.0,4.0,4.0,2.0,629.0,2.0,7.0,,,,7.0,4.0,5.0,6.0,,,,,,,
013390010,1940.0,2.0,1.0,12.0,3.0,3.0,,,5.0,,,,,,,,,,,,,,,
013390020,1937.0,1.0,1.0,10.0,0.0,1.0,4.0,733.0,,,,,,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,,,
013390021,1948.0,2.0,1.0,12.0,2.0,3.0,3.0,,,,,,,6.0,6.0,7.0,5.0,5.0,5.0,,,,,
013392020,1941.0,1.0,2.0,9.0,0.0,1.0,0.0,724.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,
013392030,1944.0,2.0,2.0,9.0,0.0,1.0,2.0,551.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,
013399010,1939.0,2.0,2.0,10.0,0.0,1.0,1.0,781.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
013399040,1946.0,1.0,2.0,14.0,3.0,4.0,1.0,569.0,1.0,6.0,6.0,6.0,6.0,,,,,,,,,,,
013418010,1937.0,1.0,2.0,8.0,0.0,1.0,3.0,780.0,1.0,,1.0,,7.0,,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
013418020,1937.0,2.0,2.0,14.0,3.0,4.0,1.0,,6.0,,6.0,5.0,6.0,6.0,,,6.0,5.0,7.0,,,,,
013426010,1931.0,2.0,2.0,12.0,2.0,3.0,2.0,722.0,3.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,
013433020,1934.0,1.0,2.0,11.0,0.0,1.0,2.0,729.0,1.0,6.0,5.0,6.0,5.0,,,,,,,,,,,
013433030,1949.0,2.0,2.0,12.0,2.0,3.0,2.0,655.0,7.0,7.0,5.0,7.0,5.0,7.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
013459010,1939.0,2.0,2.0,11.0,0.0,1.0,,,6.0,,,,,,,,,,,,,,,
013465010,1938.0,1.0,1.0,11.0,2.0,3.0,8.0,783.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,
013465040,1949.0,2.0,3.0,11.0,2.0,3.0,1.0,,1.0,1.0,2.0,2.0,,2.0,7.0,7.0,7.0,2.0,7.0,2.0,5.0,5.0,,
013481010,1931.0,1.0,2.0,10.0,0.0,1.0,,745.0,2.0,5.0,,,,,,,,,,,,,,
013483020,1938.0,2.0,1.0,0.0,0.0,1.0,2.0,,,,7.0,,,,,,,,,,,,,
013483030,1950.0,1.0,1.0,11.0,2.0,3.0,2.0,,1.0,,1.0,,,,,,,,,,,,,
013515010,1936.0,1.0,1.0,16.0,5.0,5.0,6.0,,1.0,1.0,1.0,,,,,,,,,,,,,
013515020,1938.0,2.0,1.0,12.0,2.0,3.0,6.0,,,,7.0,,,,,,,,,,,,,
013518010,1940.0,1.0,2.0,12.0,2.0,3.0,2.0,,3.0,,2.0,,1.0,1.0,1.0,,,,,,,,,
013518040,1946.0,2.0,2.0,12.0,2.0,3.0,2.0,836.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,5.0,,,
013525010,1938.0,1.0,1.0,12.0,2.0,3.0,,,5.0,,,,,,,,,,,,,,,
013525040,1956.0,2.0,1.0,12.0,2.0,3.0,1.0,,,,7.0,,,,,,,,,,,,,
013527010,1934.0,1.0,1.0,14.0,3.0,4.0,3.0,,1.0,1.0,1.0,,,2.0,,5.0,5.0,5.0,5.0,,,,,
013527020,1938.0,2.0,1.0,12.0,2.0,3.0,3.0,756.0,5.0,7.0,3.0,3.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,,,
013532010,1935.0,1.0,1.0,0.0,0.0,1.0,1.0,,3.0,,5.0,,,,,,,,,,,,,
013532020,1937.0,2.0,1.0,9.0,0.0,1.0,,,1.0,,,,,,,,,,,,,,,
013535010,1932.0,1.0,1.0,13.0,3.0,4.0,2.0,772.0,1.0,1.0,1.0,5.0,,,,,,,,,,,,
013535020,1933.0,2.0,1.0,12.0,2.0,3.0,2.0,762.0,7.0,7.0,7.0,7.0,,,,,,,,6.0,,,,
013547010,1933.0,1.0,1.0,9.0,0.0,1.0,4.0,792.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,,,,,,,,
013547020,1934.0,2.0,1.0,9.0,0.0,1.0,4.0,780.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,,5.0
013552020,1935.0,2.0,1.0,12.0,2.0,3.0,7.0,780.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,,,,5.0
013552030,1930.0,1.0,1.0,12.0,2.0,3.0,7.0,766.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,5.0
013560010,1941.0,2.0,1.0,12.0,2.0,3.0,3.0,745.0,1.0,1.0,,1.0,1.0,,4.0,7.0,5.0,3.0,5.0,,,,5.0,5.0
013561010,1940.0,2.0,1.0,12.0,2.0,3.0,4.0,,7.0,7.0,7.0,5.0,7.0,7.0,7.0,5.0,,,,,,,,
013561020,1941.0,1.0,1.0,14.0,4.0,4.0,4.0,789.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
013564010,1935.0,1.0,1.0,12.0,2.0,3.0,,,1.0,1.0,,,,,,,,,,,,,,
013564020,1938.0,2.0,1.0,12.0,2.0,3.0,,,7.0,6.0,,,,,,,,,,,,,,
013573010,1937.0,2.0,1.0,7.0,0.0,1.0,2.0,771.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,,5.0,5.0,5.0,5.0,5.0,,5.0
013573020,1936.0,1.0,1.0,14.0,4.0,4.0,2.0,779.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,5.0,,,,,,
013583020,1935.0,1.0,2.0,10.0,1.0,2.0,7.0,786.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
013583030,1942.0,2.0,2.0,12.0,2.0,3.0,1.0,783.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,4.0,3.0
013590030,1944.0,2.0,1.0,12.0,2.0,3.0,2.0,802.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0
013590040,1942.0,1.0,1.0,12.0,2.0,3.0,2.0,780.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,5.0,5.0,5.0,
013595010,1931.0,1.0,1.0,16.0,3.0,4.0,1.0,734.0,1.0,5.0,5.0,5.0,5.0,,,,,,,,,,,
013595011,1941.0,2.0,1.0,12.0,2.0,3.0,2.0,789.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
013598010,1934.0,2.0,1.0,12.0,2.0,3.0,4.0,744.0,4.0,4.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,,,,,,
013598020,1940.0,1.0,1.0,11.0,1.0,2.0,2.0,786.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,5.0,5.0,,,,
013600010,1934.0,1.0,1.0,16.0,5.0,5.0,3.0,746.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,
013600020,1934.0,2.0,1.0,15.0,3.0,4.0,3.0,745.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,
013601010,1933.0,2.0,1.0,14.0,3.0,4.0,2.0,746.0,5.0,5.0,5.0,,,,,,,,,,,,,
013601040,1928.0,1.0,1.0,12.0,2.0,3.0,2.0,775.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,
013602020,1935.0,2.0,1.0,12.0,2.0,3.0,3.0,751.0,5.0,,7.0,7.0,5.0,,,5.0,,,,,,,,
013602030,1924.0,1.0,1.0,12.0,0.0,1.0,3.0,771.0,4.0,5.0,5.0,5.0,5.0,,,5.0,,,,,,,,
013612010,1941.0,2.0,1.0,15.0,3.0,4.0,6.0,781.0,2.0,7.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0
013631010,1939.0,1.0,1.0,17.0,7.0,5.0,2.0,786.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,5.0,,,,,,
013631020,1939.0,2.0,1.0,17.0,6.0,5.0,2.0,757.0,1.0,1.0,1.0,1.0,2.0,7.0,6.0,,,,,,,,,
013635010,1938.0,1.0,1.0,16.0,5.0,5.0,0.0,745.0,1.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,
013635020,1939.0,2.0,1.0,17.0,6.0,5.0,0.0,780.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,
013637010,1934.0,1.0,1.0,17.0,6.0,5.0,3.0,,1.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,
013637040,1926.0,2.0,1.0,14.0,3.0,4.0,3.0,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,
013644010,1937.0,1.0,1.0,12.0,2.0,3.0,,642.0,7.0,1.0,,,,,,,,,,,,,,
013652010,1934.0,2.0,2.0,9.0,0.0,1.0,2.0,709.0,5.0,5.0,5.0,6.0,,,,,,,,,,,,
013656010,1932.0,1.0,2.0,16.0,5.0,5.0,0.0,745.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,,,,,,
013656040,1946.0,2.0,1.0,12.0,2.0,3.0,5.0,,7.0,,2.0,7.0,2.0,2.0,2.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
013671010,1938.0,1.0,1.0,12.0,2.0,3.0,3.0,780.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,
013671020,1937.0,2.0,1.0,12.0,2.0,3.0,3.0,746.0,1.0,1.0,3.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0
013678010,1940.0,1.0,1.0,12.0,2.0,3.0,2.0,804.0,1.0,5.0,4.0,1.0,4.0,4.0,4.0,,5.0,,5.0,5.0,5.0,,,
013678040,1945.0,2.0,1.0,12.0,2.0,3.0,2.0,,1.0,1.0,3.0,2.0,2.0,2.0,2.0,,1.0,,4.0,5.0,5.0,,,
013699010,1940.0,1.0,1.0,14.0,4.0,4.0,3.0,786.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,,,,,,
