r_ID,r_birth_yr,r_gender,r_race,r_edu_yrs,r_edu_high_deg,r_edu_sum,r_child_born,r_age_ss_payments,r1_labor_status,r2_labor_status,r3_labor_status,r4_labor_status,r5_labor_status,r6_labor_status,r7_labor_status,r8_labor_status,r9_labor_status,r10_labor_status,r11_labor_status,r12_labor_status,r13_labor_status,r14_labor_status,r15_labor_status,r16_labor_status
010325010,1933.0,1.0,1.0,14.0,3.0,4.0,3.0,747.0,,,5.0,1.0,1.0,5.0,5.0,,,,,,,,,
010325020,1939.0,2.0,1.0,14.0,3.0,4.0,3.0,748.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,,,,5.0,5.0,5.0,5.0,5.0,5.0
010346010,1939.0,1.0,1.0,11.0,0.0,1.0,,,1.0,,,,,,,,,,,,,,,
010372010,1935.0,2.0,2.0,10.0,0.0,1.0,3.0,756.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
010378010,1940.0,2.0,2.0,16.0,6.0,5.0,2.0,749.0,1.0,1.0,1.0,2.0,1.0,5.0,5.0,,,,,,,,,
010394010,1940.0,1.0,1.0,16.0,5.0,5.0,2.0,798.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,5.0
010394040,1945.0,2.0,1.0,17.0,6.0,5.0,2.0,,3.0,2.0,2.0,2.0,7.0,2.0,4.0,2.0,2.0,4.0,5.0,,,,,
010395010,1937.0,1.0,1.0,17.0,6.0,5.0,2.0,744.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,
010395020,1938.0,2.0,1.0,15.0,3.0,4.0,2.0,744.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
010397010,1941.0,1.0,1.0,17.0,6.0,5.0,3.0,799.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,
010397040,1943.0,2.0,1.0,16.0,5.0,5.0,3.0,747.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,5.0,5.0,5.0,,,,,
010404010,1939.0,2.0,1.0,12.0,0.0,1.0,3.0,790.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
010405010,1937.0,1.0,1.0,16.0,5.0,5.0,,,1.0,,,,,,,,,,,,,,,
010405040,1942.0,2.0,1.0,12.0,2.0,3.0,,,6.0,,,,6.0,,,,,,,,,,,
010410010,1936.0,2.0,1.0,8.0,0.0,1.0,8.0,645.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,
010414020,1933.0,2.0,1.0,4.0,0.0,1.0,3.0,781.0,1.0,1.0,1.0,5.0,4.0,,,,,,,,,,,
010414030,1930.0,1.0,1.0,8.0,0.0,1.0,3.0,747.0,1.0,5.0,5.0,5.0,5.0,,,,,,,,,,,
010433010,1934.0,2.0,1.0,12.0,2.0,3.0,1.0,669.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,
010433040,1923.0,1.0,1.0,12.0,2.0,3.0,1.0,763.0,5.0,5.0,5.0,,,,,,,,,,,,,
010451010,1938.0,2.0,3.0,16.0,5.0,5.0,3.0,783.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
010451020,1940.0,1.0,3.0,16.0,5.0,5.0,3.0,748.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
010453010,1934.0,2.0,1.0,12.0,2.0,3.0,3.0,744.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
010453020,1932.0,1.0,1.0,12.0,2.0,3.0,3.0,733.0,1.0,1.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,
010458020,1939.0,1.0,1.0,13.0,3.0,4.0,2.0,,1.0,1.0,3.0,5.0,3.0,5.0,5.0,5.0,,,5.0,5.0,5.0,5.0,5.0,5.0
010458030,1944.0,2.0,1.0,16.0,5.0,5.0,2.0,757.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,5.0,5.0,5.0,5.0,5.0,5.0
010460010,1936.0,2.0,1.0,12.0,2.0,3.0,2.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
010465010,1939.0,2.0,1.0,12.0,2.0,3.0,2.0,632.0,2.0,7.0,2.0,2.0,2.0,,,3.0,,,,,,,,
010465020,1935.0,1.0,1.0,14.0,4.0,4.0,3.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
010468010,1937.0,2.0,1.0,14.0,4.0,4.0,3.0,,1.0,,1.0,,,,,,,,,,,,,
010468020,1936.0,1.0,1.0,12.0,2.0,3.0,2.0,,,,5.0,,5.0,,,,,,,,,,,
010475010,1931.0,2.0,1.0,17.0,5.0,5.0,2.0,786.0,1.0,1.0,3.0,4.0,2.0,4.0,1.0,4.0,4.0,5.0,5.0,5.0,5.0,,,
010475011,1931.0,1.0,1.0,17.0,7.0,5.0,2.0,,,,,,4.0,3.0,4.0,4.0,4.0,5.0,5.0,,,,,
010477010,1937.0,1.0,1.0,16.0,5.0,5.0,3.0,769.0,1.0,1.0,1.0,,1.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0
010477020,1938.0,2.0,1.0,12.0,2.0,3.0,3.0,763.0,7.0,7.0,7.0,,7.0,7.0,7.0,7.0,7.0,5.0,5.0,7.0,7.0,5.0,5.0,5.0
010481010,1940.0,1.0,1.0,17.0,6.0,5.0,1.0,750.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,
010481020,1940.0,2.0,1.0,17.0,6.0,5.0,1.0,755.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0
010482010,1941.0,2.0,1.0,13.0,3.0,4.0,1.0,793.0,2.0,6.0,1.0,3.0,2.0,2.0,1.0,1.0,5.0,5.0,5.0,5.0,,,5.0,5.0
010533010,1940.0,2.0,2.0,17.0,6.0,5.0,6.0,745.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,5.0,5.0,,,,,,
010533011,1931.0,1.0,2.0,16.0,5.0,5.0,3.0,685.0,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,
010533020,1936.0,1.0,2.0,14.0,3.0,4.0,5.0,,1.0,1.0,1.0,,,,,,,,,,,,,
010537010,1938.0,2.0,2.0,12.0,0.0,1.0,6.0,721.0,1.0,1.0,7.0,6.0,6.0,,,6.0,5.0,6.0,7.0,5.0,5.0,5.0,5.0,
010537011,1932.0,1.0,2.0,12.0,0.0,1.0,5.0,,,,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
010546010,1933.0,2.0,1.0,12.0,2.0,3.0,2.0,769.0,7.0,5.0,,,,5.0,5.0,5.0,,7.0,,,,,,
010556010,1939.0,2.0,2.0,12.0,2.0,3.0,,649.0,6.0,5.0,,,,,,,,,,,,,,
010565020,1932.0,1.0,1.0,12.0,2.0,3.0,2.0,780.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,5.0,1.0,1.0,4.0,6.0,5.0,,
010565030,1944.0,2.0,1.0,14.0,3.0,4.0,1.0,,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
010567010,1933.0,2.0,2.0,12.0,2.0,3.0,7.0,,1.0,5.0,5.0,5.0,,,,,,,,,,,,
010568010,1931.0,2.0,2.0,13.0,3.0,4.0,4.0,744.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,,,,,,,
010571010,1940.0,2.0,2.0,7.0,0.0,1.0,4.0,734.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0
010571020,1938.0,1.0,2.0,12.0,2.0,3.0,2.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
010577010,1939.0,2.0,2.0,16.0,5.0,5.0,2.0,600.0,2.0,2.0,2.0,3.0,4.0,2.0,1.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
010577011,1949.0,1.0,2.0,12.0,2.0,3.0,2.0,697.0,,,,,3.0,1.0,1.0,1.0,6.0,3.0,,,,,,
010592010,1937.0,2.0,2.0,12.0,0.0,1.0,3.0,781.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,,,
010600010,1941.0,2.0,2.0,12.0,2.0,3.0,1.0,697.0,7.0,3.0,3.0,6.0,5.0,5.0,6.0,5.0,,,,,,,,
010602010,1936.0,2.0,2.0,12.0,2.0,3.0,1.0,782.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,,,,,,,,,
010611010,1941.0,2.0,2.0,8.0,0.0,1.0,2.0,745.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,,
010644010,1941.0,1.0,2.0,12.0,2.0,3.0,2.0,,5.0,1.0,3.0,,,,,,,,,,,,,
010644040,1949.0,2.0,2.0,12.0,2.0,3.0,,471.0,5.0,,,,,,,,,,,,,,,
010645020,1931.0,2.0,2.0,8.0,0.0,1.0,4.0,743.0,5.0,5.0,5.0,7.0,5.0,,,,,,,,,,,
010645030,1925.0,1.0,2.0,12.0,0.0,1.0,4.0,756.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,,,,,,,,
010645031,1947.0,2.0,2.0,12.0,2.0,3.0,5.0,792.0,,,,,,,,1.0,1.0,1.0,1.0,5.0,5.0,2.0,,5.0
010646010,1939.0,1.0,2.0,12.0,0.0,1.0,5.0,,,,,,5.0,,,,,,,,,,,
010646020,1933.0,2.0,2.0,12.0,2.0,3.0,6.0,733.0,2.0,5.0,5.0,5.0,5.0,,,,,,,,,,,
010648010,1941.0,1.0,2.0,12.0,2.0,3.0,1.0,651.0,1.0,6.0,6.0,6.0,6.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0
010648020,1940.0,2.0,2.0,12.0,2.0,3.0,1.0,709.0,7.0,7.0,4.0,2.0,6.0,5.0,5.0,4.0,1.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0
010652010,1936.0,2.0,2.0,15.0,3.0,4.0,5.0,,5.0,,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,,,,,
010671010,1940.0,1.0,2.0,13.0,3.0,4.0,2.0,,5.0,5.0,4.0,1.0,5.0,,,,,,,,,,,
010672030,1943.0,1.0,2.0,14.0,3.0,4.0,1.0,610.0,5.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,
010672031,1945.0,2.0,2.0,17.0,6.0,5.0,1.0,731.0,,1.0,5.0,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
010677010,1940.0,2.0,2.0,10.0,0.0,1.0,2.0,732.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,,,,,,,,,
010689010,1934.0,2.0,2.0,16.0,5.0,5.0,2.0,,,,,1.0,,,,,,,,,,,,
010689020,1934.0,1.0,2.0,10.0,0.0,1.0,2.0,764.0,6.0,,5.0,5.0,,,,,,,,,,,,
010696010,1941.0,2.0,2.0,17.0,5.0,5.0,2.0,780.0,1.0,1.0,1.0,1.0,,,,,5.0,5.0,,5.0,5.0,,,
010707010,1938.0,1.0,2.0,6.0,0.0,1.0,5.0,684.0,2.0,2.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,,,,,,,
010707020,1936.0,2.0,2.0,4.0,0.0,1.0,5.0,781.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,
010708020,1940.0,1.0,2.0,12.0,2.0,3.0,,,1.0,,,,,,,,,,,,,,,
010708030,1946.0,2.0,2.0,12.0,2.0,3.0,1.0,769.0,1.0,,,,7.0,,6.0,,5.0,5.0,5.0,5.0,5.0,5.0,7.0,
010719020,1939.0,2.0,3.0,9.0,2.0,3.0,5.0,679.0,7.0,,6.0,6.0,6.0,6.0,5.0,6.0,6.0,,,,,,,
010719030,1918.0,1.0,1.0,8.0,0.0,1.0,11.0,805.0,5.0,,6.0,6.0,6.0,5.0,,5.0,,,,,,,,
010740010,1937.0,2.0,2.0,14.0,3.0,4.0,5.0,,1.0,,1.0,1.0,5.0,5.0,5.0,5.0,,,5.0,5.0,5.0,5.0,5.0,5.0
010751010,1937.0,2.0,2.0,12.0,2.0,3.0,4.0,,1.0,1.0,7.0,,,,,,,,,,,,,
010752010,1931.0,2.0,2.0,11.0,0.0,1.0,,299.0,3.0,4.0,,,,,,,,,,,,,,
010756010,1940.0,2.0,2.0,9.0,0.0,1.0,4.0,733.0,1.0,1.0,1.0,,,,5.0,5.0,5.0,5.0,5.0,,,,,
010756011,1933.0,1.0,2.0,10.0,2.0,3.0,4.0,,,,1.0,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,
010766010,1939.0,2.0,2.0,8.0,0.0,1.0,3.0,649.0,1.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,
010769010,1939.0,1.0,1.0,16.0,5.0,5.0,3.0,746.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,,,,,
010769040,1956.0,2.0,1.0,12.0,2.0,3.0,1.0,722.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,4.0,4.0,4.0,4.0
010773020,1937.0,2.0,3.0,11.0,0.0,1.0,3.0,745.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0
010773030,1928.0,1.0,3.0,17.0,6.0,5.0,2.0,790.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0
010775020,1935.0,2.0,1.0,13.0,3.0,4.0,3.0,744.0,7.0,,,4.0,7.0,7.0,7.0,7.0,5.0,5.0,,,,,,
010775030,1929.0,1.0,1.0,17.0,7.0,5.0,3.0,840.0,2.0,,,4.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,
010776010,1935.0,1.0,1.0,17.0,5.0,5.0,1.0,781.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,,,,,,,,
010781010,1933.0,2.0,1.0,16.0,5.0,5.0,4.0,756.0,5.0,,,5.0,5.0,5.0,,,5.0,5.0,5.0,,,,,
010781040,1933.0,1.0,1.0,14.0,3.0,4.0,4.0,761.0,,,,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,,,,,
010818010,1938.0,1.0,3.0,14.0,3.0,4.0,3.0,781.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
010818040,1949.0,2.0,1.0,13.0,3.0,4.0,3.0,397.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
010821030,1946.0,2.0,3.0,13.0,3.0,4.0,,,7.0,,,,,,,,,,,,,,,
010822010,1941.0,1.0,1.0,12.0,2.0,3.0,6.0,787.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,
010822040,1947.0,2.0,1.0,13.0,3.0,4.0,4.0,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,
010853010,1939.0,1.0,1.0,15.0,3.0,4.0,,,3.0,,,,,,,,,,,,,,,
010893010,1940.0,2.0,1.0,17.0,7.0,5.0,0.0,804.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,4.0,2.0
010896010,1939.0,2.0,2.0,17.0,5.0,5.0,2.0,785.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,,,
010902010,1936.0,1.0,2.0,14.0,3.0,4.0,1.0,744.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,,,,,
010917010,1938.0,2.0,2.0,16.0,5.0,5.0,3.0,601.0,6.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0
010923020,1937.0,1.0,1.0,17.0,7.0,5.0,2.0,780.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,
010923021,1966.0,2.0,3.0,13.0,3.0,4.0,1.0,,,,,,7.0,1.0,1.0,,,,,,,,,
010923030,1946.0,2.0,1.0,15.0,3.0,4.0,2.0,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,
010926010,1938.0,1.0,1.0,15.0,3.0,4.0,,,1.0,1.0,,,1.0,,,,,,,,,,,
010926040,1943.0,2.0,1.0,17.0,5.0,5.0,,,2.0,2.0,,,1.0,,,,,,,,,,,
010929010,1939.0,1.0,1.0,17.0,7.0,5.0,2.0,745.0,,,,,,2.0,,,,2.0,,,,,2.0,
010929040,1943.0,2.0,1.0,14.0,3.0,4.0,2.0,781.0,1.0,,,1.0,1.0,1.0,1.0,,,5.0,4.0,5.0,,,5.0,
010941010,1936.0,2.0,1.0,12.0,2.0,3.0,2.0,770.0,1.0,1.0,1.0,1.0,5.0,5.0,7.0,7.0,5.0,,,,,,,
010951010,1938.0,1.0,1.0,17.0,7.0,5.0,,,3.0,,,,,,,,,,,,,,,
010956010,1937.0,2.0,1.0,11.0,0.0,1.0,3.0,731.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
010956040,1930.0,1.0,1.0,8.0,0.0,1.0,,716.0,5.0,,,,,,,,,,,,,,,
010962010,1940.0,2.0,3.0,14.0,4.0,4.0,1.0,721.0,1.0,1.0,1.0,7.0,2.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
010962040,1945.0,1.0,1.0,14.0,3.0,4.0,,,1.0,,,,,,,,,,,,,,,
010989010,1936.0,1.0,1.0,9.0,0.0,1.0,3.0,746.0,1.0,3.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
010989020,1941.0,2.0,1.0,17.0,5.0,5.0,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,4.0,4.0,5.0,1.0,1.0,5.0,5.0
010990010,1932.0,2.0,1.0,11.0,0.0,1.0,,,5.0,5.0,,,,,,,,,,,,,,
010990040,1929.0,1.0,1.0,12.0,2.0,3.0,,744.0,5.0,5.0,,,,,,,,,,,,,,
010994010,1931.0,1.0,1.0,11.0,1.0,2.0,4.0,757.0,1.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,
011010010,1938.0,1.0,1.0,12.0,1.0,2.0,0.0,649.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,
011067020,1939.0,2.0,1.0,13.0,3.0,4.0,0.0,,3.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,4.0,4.0,4.0,2.0,5.0,5.0,5.0,5.0
011067030,1942.0,1.0,1.0,12.0,2.0,3.0,0.0,746.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
011071010,1932.0,2.0,2.0,13.0,3.0,4.0,7.0,757.0,5.0,5.0,5.0,7.0,5.0,7.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,,
011071020,1936.0,1.0,2.0,12.0,2.0,3.0,,663.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,7.0
011074020,1936.0,2.0,3.0,12.0,2.0,3.0,3.0,780.0,7.0,7.0,7.0,7.0,5.0,5.0,7.0,7.0,7.0,5.0,,,,,,
011074030,1922.0,1.0,1.0,17.0,6.0,5.0,5.0,828.0,3.0,5.0,5.0,,,5.0,5.0,,,,,,,,,
011141010,1934.0,2.0,1.0,16.0,5.0,5.0,5.0,755.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,4.0,4.0,7.0,5.0
011141020,1932.0,1.0,1.0,17.0,6.0,5.0,5.0,777.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
011147010,1931.0,2.0,1.0,17.0,5.0,5.0,0.0,,1.0,5.0,5.0,,,,,,,,,,,,,
011155010,1940.0,2.0,1.0,14.0,3.0,4.0,,,1.0,,,,,,,,,,,,,,,
011179010,1936.0,2.0,1.0,12.0,2.0,3.0,4.0,757.0,,,,5.0,,5.0,5.0,7.0,5.0,5.0,5.0,5.0,5.0,,,5.0
011179020,1935.0,1.0,1.0,11.0,1.0,2.0,5.0,757.0,1.0,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,5.0
011186010,1941.0,2.0,2.0,12.0,2.0,3.0,4.0,521.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,,,,,,,
011212010,1931.0,1.0,3.0,16.0,5.0,5.0,5.0,780.0,1.0,1.0,5.0,5.0,5.0,3.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
011212011,1937.0,2.0,3.0,16.0,5.0,5.0,2.0,,,,,,,,,,7.0,5.0,5.0,5.0,5.0,5.0,,
011212020,1937.0,2.0,3.0,14.0,3.0,4.0,5.0,,,,,,5.0,,,,,,,,,,,
011214010,1935.0,2.0,2.0,17.0,5.0,5.0,,,2.0,,,,,,,,,,,,,,,
011218010,1935.0,2.0,2.0,11.0,2.0,3.0,7.0,588.0,5.0,5.0,6.0,5.0,,,,,,,,,,,,
011219010,1940.0,2.0,2.0,14.0,3.0,4.0,0.0,649.0,7.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,,5.0,,,5.0,,,
011219011,1944.0,1.0,2.0,12.0,2.0,3.0,2.0,,,,,,,,,,,,,,5.0,5.0,5.0,
011219020,1937.0,1.0,2.0,13.0,3.0,4.0,,396.0,6.0,6.0,,,,,,,,,,,,,,
011230010,1935.0,2.0,2.0,7.0,0.0,1.0,8.0,553.0,4.0,5.0,5.0,5.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0
011241010,1939.0,1.0,3.0,12.0,2.0,3.0,4.0,,1.0,3.0,2.0,,6.0,,,,,,,,,,,
011241040,1955.0,2.0,3.0,12.0,2.0,3.0,4.0,,7.0,2.0,2.0,,7.0,7.0,7.0,,,,,,,,,
011248010,1939.0,2.0,2.0,12.0,2.0,3.0,1.0,744.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0
011253010,1939.0,2.0,2.0,10.0,0.0,1.0,2.0,746.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
011256010,1941.0,1.0,1.0,13.0,3.0,4.0,0.0,711.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,
011256040,1946.0,2.0,3.0,10.0,0.0,1.0,0.0,539.0,5.0,3.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,,,,
011264010,1939.0,2.0,1.0,4.0,0.0,1.0,,,7.0,,,,,,,,,,,,,,,
011264020,1933.0,1.0,1.0,0.0,0.0,1.0,,,5.0,,,,,,,,,,,,,,,
011277010,1932.0,2.0,1.0,9.0,0.0,1.0,2.0,835.0,3.0,2.0,3.0,2.0,2.0,5.0,5.0,7.0,7.0,5.0,5.0,,,,,
011323010,1938.0,2.0,1.0,6.0,0.0,1.0,10.0,,7.0,,7.0,,7.0,7.0,5.0,7.0,,,7.0,7.0,5.0,,5.0,
011332010,1931.0,1.0,1.0,12.0,2.0,3.0,6.0,733.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
011332020,1940.0,2.0,1.0,11.0,0.0,1.0,5.0,584.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
011333020,1934.0,2.0,1.0,16.0,5.0,5.0,4.0,734.0,7.0,5.0,5.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
011333030,1928.0,1.0,1.0,12.0,2.0,3.0,4.0,746.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,
011341010,1939.0,2.0,1.0,12.0,2.0,3.0,3.0,720.0,1.0,1.0,1.0,1.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0
011341020,1933.0,1.0,1.0,14.0,3.0,4.0,3.0,766.0,1.0,1.0,1.0,4.0,,,,,,,,,,,,
011345010,1940.0,1.0,1.0,12.0,2.0,3.0,4.0,786.0,1.0,1.0,,,,,3.0,2.0,1.0,2.0,5.0,5.0,,,,
011345020,1939.0,2.0,1.0,13.0,3.0,4.0,4.0,793.0,2.0,2.0,,,,,2.0,5.0,5.0,5.0,5.0,5.0,,,,
011347020,1931.0,2.0,1.0,14.0,3.0,4.0,2.0,777.0,2.0,2.0,5.0,5.0,5.0,5.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,,,
011347030,1926.0,1.0,1.0,17.0,6.0,5.0,2.0,,4.0,4.0,4.0,4.0,1.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,,,
011368010,1932.0,1.0,1.0,14.0,4.0,4.0,3.0,749.0,1.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,
011368020,1934.0,2.0,1.0,12.0,2.0,3.0,3.0,737.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,
011377010,1939.0,1.0,1.0,14.0,3.0,4.0,2.0,747.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0
011377040,1946.0,2.0,1.0,12.0,2.0,3.0,2.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0
011378010,1937.0,1.0,1.0,12.0,2.0,3.0,2.0,775.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
011378020,1940.0,2.0,1.0,9.0,1.0,2.0,2.0,780.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
011379010,1931.0,2.0,1.0,15.0,3.0,4.0,1.0,745.0,5.0,5.0,5.0,5.0,7.0,5.0,5.0,,,,,,,,,
011379020,1935.0,1.0,1.0,17.0,5.0,5.0,4.0,744.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,
011380010,1939.0,1.0,1.0,10.0,0.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,
011380040,1948.0,2.0,1.0,6.0,0.0,1.0,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,
